clientes_ativos,faturamento_mensal,faturamento_acumulado,anos_empresa,tipo_servico,ticket_medio,mix_receita,canais_vendas,churn,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,nps,eficiencia_operacional,escala_tecnologica,financas_unidade,headcount,experiencia_lideranca,treinamento,rotatividade_time,governanca_financeira,score_total
3044,51674,37289,6.6,Serviço,8990.8,1–2 clientes >50%,2,0.27,Poucas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Alto,Claro e executado,70,Quase tudo,Parcialmente,Não,141,Experiência parcial,Às vezes,0.471,DRE e auditoria,53.74
166,68265,2713259,3.0,Produto,900.56,1–2 clientes >50%,5,0.233,Poucas,Série A+,Não reconhecida,"Sim, forte",Médio,Parcial,26,Quase tudo,Não,Algumas,147,Experiência parcial,Nunca,0.444,DRE e auditoria,46.95
3182,9339,730320,2.1,Serviço,977.74,1–2 clientes >50%,2,0.247,Muitas,Série A+,Não reconhecida,Ocasionalmente,Alto,Não existe,9,Parcialmente,Parcialmente,"Sim, regularmente",2,Experiência parcial,Às vezes,0.163,Controles básicos,53.38
4604,397789,8316384,7.1,Produto,212.71,1–2 clientes >50%,1,0.085,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Parcial,93,Parcialmente,Não,"Sim, regularmente",81,Experiência parcial,Às vezes,0.273,Controles básicos,56.05
3771,319088,870978,3.2,Produto,1532.78,Receita diversificada,3,0.019,Poucas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Parcial,43,Parcialmente,Sim,Algumas,179,Experiência parcial,Regularmente,0.268,DRE e auditoria,70.79
3568,43666,108389,6.9,Serviço,7300.69,1–2 clientes >50%,4,0.069,Muitas,Não,Não reconhecida,"Sim, forte",Médio,Parcial,63,Quase tudo,Não,Não,150,Experiência forte,Às vezes,0.445,Controles básicos,68.21
1994,55416,4649587,9.4,Serviço,14475.06,Receita diversificada,2,0.026,Poucas,Não,Não reconhecida,Não,Baixo,Claro e executado,41,Quase tudo,Sim,"Sim, regularmente",150,Experiência forte,Nunca,0.348,Controles básicos,68.18
1706,86699,1586196,9.0,Serviço,21426.31,Receita diversificada,2,0.21,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,Não,Baixo,Não existe,86,Quase nada,Parcialmente,"Sim, regularmente",135,Experiência parcial,Às vezes,0.043,DRE e auditoria,47.41
4527,923059,773360,9.2,Produto,103.25,Receita diversificada,1,0.322,Poucas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Claro e executado,59,Quase tudo,Não,Algumas,136,Sem experiência,Regularmente,0.19,Controles básicos,48.85
1195,146042,105087,4.2,Produto,368.29,3–5 clientes >50%,2,0.365,Algumas,Série A+,Reconhecimento forte,Não,Baixo,Não existe,81,Quase tudo,Parcialmente,Não,19,Experiência forte,Nunca,0.353,Controles básicos,56.64
1194,1170982,15795810,4.2,Serviço,105.0,3–5 clientes >50%,1,0.362,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Médio,Parcial,56,Quase tudo,Parcialmente,Não,73,Experiência parcial,Nunca,0.457,Controles básicos,45.94
4913,9516,340077,6.6,Produto,943.66,Receita diversificada,3,0.107,Nenhuma,Não,Não reconhecida,Ocasionalmente,Alto,Claro e executado,30,Parcialmente,Não,Algumas,33,Experiência forte,Às vezes,0.287,Controles básicos,49.96
2327,139470,3922641,0.9,Serviço,854.13,1–2 clientes >50%,3,0.072,Algumas,Série A+,Não reconhecida,Ocasionalmente,Médio,Parcial,100,Quase nada,Parcialmente,Não,133,Experiência forte,Às vezes,0.429,DRE e auditoria,67.89
1402,917138,1806114,6.2,Serviço,1243.59,Receita diversificada,1,0.122,Algumas,Série A+,Não reconhecida,Não,Médio,Claro e executado,36,Parcialmente,Sim,Algumas,19,Sem experiência,Às vezes,0.3,Não existem controles,44.27
1571,829303,172278,0.9,Serviço,43226.51,Receita diversificada,5,0.119,Nenhuma,Série A+,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,15,Quase nada,Parcialmente,Algumas,137,Experiência parcial,Nunca,0.222,Controles básicos,46.17
1952,36642,11437203,6.6,Produto,14.78,Receita diversificada,4,0.191,Algumas,Série A+,Algum reconhecimento,"Sim, forte",Alto,Não existe,26,Parcialmente,Sim,Não,23,Sem experiência,Às vezes,0.305,Não existem controles,43.52
318,321833,12185029,4.0,Serviço,38618.14,1–2 clientes >50%,1,0.25,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Alto,Parcial,72,Parcialmente,Sim,Algumas,125,Experiência forte,Regularmente,0.369,DRE e auditoria,55.01
2803,18309,1378366,0.3,Serviço,22428.91,1–2 clientes >50%,4,0.134,Nenhuma,Não,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,55,Quase tudo,Não,"Sim, regularmente",150,Experiência parcial,Nunca,0.2,Não existem controles,35.19
1564,646049,1423104,0.9,Serviço,1039.96,Receita diversificada,4,0.278,Muitas,Não,Reconhecimento forte,"Sim, forte",Baixo,Parcial,64,Quase nada,Sim,Não,98,Experiência parcial,Às vezes,0.496,Controles básicos,62.39
4809,56957,779435,2.3,Produto,4237.33,Receita diversificada,4,0.398,Algumas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,34,Quase tudo,Não,"Sim, regularmente",168,Experiência forte,Nunca,0.331,Não existem controles,42.82
3690,1489606,3682859,6.3,Serviço,6964.25,1–2 clientes >50%,1,0.064,Algumas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Não existe,-2,Parcialmente,Parcialmente,Não,49,Sem experiência,Nunca,0.051,Não existem controles,39.17
4277,1928210,413512,5.9,Produto,62.89,3–5 clientes >50%,1,0.231,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,54,Quase nada,Sim,"Sim, regularmente",171,Sem experiência,Nunca,0.134,Controles básicos,45.18
2278,2119,213307,6.7,Produto,18.7,3–5 clientes >50%,3,0.059,Algumas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Alto,Claro e executado,55,Quase nada,Não,Algumas,77,Sem experiência,Às vezes,0.368,Não existem controles,42.13
1089,19595,56955,4.0,Serviço,34945.99,3–5 clientes >50%,5,0.399,Poucas,Série A+,Reconhecimento forte,Não,Médio,Não existe,13,Parcialmente,Não,Não,196,Experiência forte,Às vezes,0.3,Controles básicos,44.68
1283,13053,154610,2.6,Produto,507.94,1–2 clientes >50%,2,0.334,Muitas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Alto,Não existe,95,Quase tudo,Parcialmente,Algumas,131,Experiência parcial,Às vezes,0.468,Controles básicos,59.38
4435,904803,793892,7.1,Serviço,1576.52,Receita diversificada,5,0.131,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,11,Quase nada,Sim,Algumas,66,Sem experiência,Nunca,0.001,Não existem controles,45.54
4215,1920009,574016,2.5,Produto,191.02,1–2 clientes >50%,5,0.155,Poucas,Série A+,Reconhecimento forte,Não,Médio,Parcial,-6,Quase tudo,Sim,Algumas,26,Experiência parcial,Regularmente,0.38,Não existem controles,40.87
1360,1035072,595043,7.6,Produto,163.75,3–5 clientes >50%,1,0.072,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Parcial,46,Quase tudo,Não,Não,60,Sem experiência,Regularmente,0.37,Não existem controles,46.17
4204,1081,17789,6.0,Serviço,441.53,3–5 clientes >50%,1,0.377,Poucas,Aceleradora/Anjo,Não reconhecida,Não,Médio,Parcial,2,Quase tudo,Sim,Algumas,55,Experiência forte,Às vezes,0.426,Controles básicos,49.32
3345,246729,11987701,3.1,Produto,144.77,Receita diversificada,4,0.323,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Médio,Parcial,49,Parcialmente,Sim,Algumas,162,Sem experiência,Regularmente,0.417,Não existem controles,37.99
2896,1133626,692566,5.6,Produto,2951.93,Receita diversificada,4,0.104,Poucas,Seed/Pré-Série A,Algum reconhecimento,Não,Alto,Parcial,31,Quase nada,Parcialmente,Não,43,Sem experiência,Às vezes,0.468,DRE e auditoria,58.82
3214,15145,19439490,6.2,Serviço,23401.13,1–2 clientes >50%,4,0.201,Muitas,Não,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,9,Quase nada,Parcialmente,Não,102,Experiência forte,Nunca,0.13,DRE e auditoria,55.27
520,70794,123472,9.6,Serviço,3427.58,3–5 clientes >50%,2,0.026,Nenhuma,Aceleradora/Anjo,Não reconhecida,Não,Médio,Não existe,-6,Quase nada,Sim,Não,79,Experiência forte,Às vezes,0.375,DRE e auditoria,49.87
2930,1750849,42975,4.9,Produto,67.55,1–2 clientes >50%,1,0.068,Poucas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Médio,Parcial,46,Parcialmente,Não,Algumas,68,Sem experiência,Regularmente,0.268,DRE e auditoria,54.36
2654,424160,830247,7.4,Produto,643.88,Receita diversificada,3,0.036,Muitas,Série A+,Não reconhecida,Não,Médio,Não existe,41,Quase nada,Parcialmente,"Sim, regularmente",112,Sem experiência,Às vezes,0.227,Não existem controles,49.83
2212,1804584,198867,3.5,Produto,3893.02,Receita diversificada,5,0.031,Muitas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Alto,Não existe,23,Parcialmente,Sim,"Sim, regularmente",182,Sem experiência,Às vezes,0.268,DRE e auditoria,77.89
2802,219506,939189,6.9,Serviço,6721.84,Receita diversificada,2,0.374,Algumas,Seed/Pré-Série A,Não reconhecida,Não,Baixo,Parcial,37,Quase nada,Parcialmente,Não,98,Experiência forte,Às vezes,0.081,Não existem controles,40.96
120,15592,91988,3.4,Serviço,104.81,3–5 clientes >50%,2,0.306,Poucas,Aceleradora/Anjo,Algum reconhecimento,Não,Médio,Parcial,5,Quase nada,Parcialmente,"Sim, regularmente",153,Experiência parcial,Às vezes,0.112,Controles básicos,41.41
1866,61059,11093166,1.3,Produto,210.86,1–2 clientes >50%,4,0.174,Algumas,Série A+,Reconhecimento forte,Ocasionalmente,Alto,Parcial,64,Quase nada,Parcialmente,"Sim, regularmente",191,Experiência parcial,Às vezes,0.427,DRE e auditoria,64.53
430,37341,883198,8.9,Produto,103.08,Receita diversificada,5,0.344,Poucas,Não,Não reconhecida,Não,Alto,Parcial,25,Parcialmente,Parcialmente,Não,46,Experiência parcial,Regularmente,0.36,Não existem controles,37.6
2746,95219,7326246,1.9,Serviço,6542.5,1–2 clientes >50%,2,0.284,Algumas,Não,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,89,Parcialmente,Sim,Algumas,56,Experiência forte,Nunca,0.34,DRE e auditoria,61.49
988,407515,531524,7.0,Produto,15.76,3–5 clientes >50%,5,0.227,Algumas,Série A+,Algum reconhecimento,Não,Alto,Parcial,16,Parcialmente,Sim,Não,68,Sem experiência,Às vezes,0.278,Controles básicos,52.79
910,13805,34049,3.1,Serviço,927.72,3–5 clientes >50%,1,0.142,Muitas,Seed/Pré-Série A,Algum reconhecimento,Não,Médio,Claro e executado,-5,Quase nada,Não,Não,171,Experiência forte,Regularmente,0.441,DRE e auditoria,52.29
4412,56593,359509,2.5,Serviço,26809.57,1–2 clientes >50%,2,0.231,Algumas,Não,Reconhecimento forte,Ocasionalmente,Médio,Parcial,72,Quase nada,Parcialmente,Algumas,165,Experiência parcial,Às vezes,0.173,Controles básicos,52.13
1843,22375,2504961,6.8,Serviço,1112.73,1–2 clientes >50%,3,0.362,Muitas,Seed/Pré-Série A,Não reconhecida,Não,Baixo,Claro e executado,73,Quase nada,Não,Não,45,Experiência forte,Regularmente,0.288,Controles básicos,57.91
1291,353666,236271,9.9,Serviço,12777.18,Receita diversificada,5,0.004,Poucas,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Baixo,Claro e executado,95,Quase nada,Sim,Algumas,176,Experiência forte,Às vezes,0.37,Não existem controles,48.68
1457,907187,837742,5.0,Serviço,1169.91,1–2 clientes >50%,2,0.213,Algumas,Série A+,Reconhecimento forte,Não,Alto,Parcial,-6,Quase nada,Sim,Algumas,150,Sem experiência,Nunca,0.112,Não existem controles,37.76
3158,17087,2420063,7.2,Serviço,1310.95,3–5 clientes >50%,5,0.077,Algumas,Série A+,Não reconhecida,"Sim, forte",Baixo,Parcial,82,Parcialmente,Parcialmente,"Sim, regularmente",176,Experiência forte,Nunca,0.424,Controles básicos,66.17
1297,41636,3780527,3.2,Serviço,28784.39,1–2 clientes >50%,3,0.2,Algumas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Baixo,Claro e executado,-6,Parcialmente,Parcialmente,Algumas,174,Experiência parcial,Nunca,0.071,Controles básicos,45.36
1516,384612,413118,5.8,Serviço,11972.45,Receita diversificada,3,0.238,Algumas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Médio,Não existe,92,Quase nada,Sim,Algumas,154,Experiência parcial,Nunca,0.449,DRE e auditoria,61.52
1404,16010,127299,2.8,Produto,820.92,3–5 clientes >50%,4,0.177,Muitas,Não,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,93,Quase nada,Sim,"Sim, regularmente",16,Experiência parcial,Regularmente,0.168,Não existem controles,45.58
2342,111348,157939,6.2,Produto,648.71,1–2 clientes >50%,5,0.207,Muitas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Médio,Parcial,71,Quase tudo,Parcialmente,Algumas,104,Experiência parcial,Regularmente,0.012,DRE e auditoria,65.96
3701,84653,17269649,5.7,Serviço,5611.88,1–2 clientes >50%,5,0.108,Muitas,Não,Reconhecimento forte,Não,Médio,Claro e executado,5,Parcialmente,Parcialmente,Algumas,58,Experiência parcial,Às vezes,0.051,DRE e auditoria,63.56
2287,1256518,3649996,7.2,Serviço,355.11,1–2 clientes >50%,4,0.094,Algumas,Série A+,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,21,Quase nada,Sim,Algumas,111,Experiência forte,Às vezes,0.304,Não existem controles,47.0
2709,422950,213810,5.7,Serviço,8524.25,Receita diversificada,1,0.202,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Médio,Parcial,73,Quase nada,Sim,"Sim, regularmente",135,Experiência parcial,Nunca,0.287,Não existem controles,37.29
2146,83475,105889,7.8,Serviço,29633.08,Receita diversificada,5,0.229,Algumas,Não,Não reconhecida,Ocasionalmente,Médio,Não existe,19,Quase nada,Não,"Sim, regularmente",89,Experiência forte,Nunca,0.382,Controles básicos,51.93
101,24931,410977,7.5,Serviço,2228.92,1–2 clientes >50%,2,0.254,Muitas,Seed/Pré-Série A,Algum reconhecimento,Não,Baixo,Claro e executado,100,Quase nada,Não,"Sim, regularmente",128,Experiência forte,Nunca,0.336,DRE e auditoria,58.5
1865,49431,962410,9.7,Produto,31.86,1–2 clientes >50%,3,0.388,Poucas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Médio,Não existe,43,Quase tudo,Sim,"Sim, regularmente",186,Sem experiência,Nunca,0.392,Controles básicos,50.24
760,619941,55610,9.3,Produto,2534.04,1–2 clientes >50%,1,0.327,Algumas,Não,Reconhecimento forte,Não,Baixo,Não existe,82,Quase tudo,Não,Algumas,83,Sem experiência,Às vezes,0.043,DRE e auditoria,51.1
1698,554582,768846,7.5,Serviço,268.48,Receita diversificada,5,0.351,Poucas,Seed/Pré-Série A,Algum reconhecimento,Não,Baixo,Parcial,53,Quase nada,Parcialmente,Não,33,Experiência forte,Regularmente,0.442,DRE e auditoria,55.9
4046,1627292,4549819,1.2,Produto,882.62,1–2 clientes >50%,4,0.095,Algumas,Não,Reconhecimento forte,Não,Alto,Claro e executado,92,Parcialmente,Sim,Não,42,Experiência parcial,Às vezes,0.486,Controles básicos,68.81
2652,10724,6573497,1.9,Serviço,143.92,1–2 clientes >50%,3,0.387,Nenhuma,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Parcial,-1,Parcialmente,Parcialmente,Algumas,76,Sem experiência,Nunca,0.284,Controles básicos,34.68
185,909122,19706,0.8,Produto,1110.81,1–2 clientes >50%,4,0.181,Muitas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Parcial,80,Quase nada,Não,Algumas,111,Sem experiência,Nunca,0.218,Controles básicos,54.21
4995,50591,270492,1.4,Produto,4817.82,Receita diversificada,4,0.315,Muitas,Não,Reconhecimento forte,"Sim, forte",Baixo,Parcial,35,Quase nada,Não,Não,107,Sem experiência,Nunca,0.362,DRE e auditoria,52.27
4221,4853,12908604,3.9,Produto,3096.65,1–2 clientes >50%,5,0.079,Algumas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Médio,Parcial,74,Parcialmente,Não,"Sim, regularmente",112,Sem experiência,Às vezes,0.247,DRE e auditoria,62.1
2416,78997,4133748,7.7,Produto,546.83,1–2 clientes >50%,2,0.16,Algumas,Não,Reconhecimento forte,"Sim, forte",Baixo,Não existe,74,Quase tudo,Sim,"Sim, regularmente",170,Experiência parcial,Às vezes,0.228,Controles básicos,62.51
855,1531287,164777,8.5,Serviço,8473.81,Receita diversificada,1,0.199,Muitas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Baixo,Claro e executado,53,Quase tudo,Não,Não,138,Experiência parcial,Nunca,0.35,DRE e auditoria,60.53
4654,4014,2137988,5.5,Serviço,39285.33,Receita diversificada,5,0.12,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Parcial,8,Parcialmente,Sim,Algumas,79,Experiência forte,Às vezes,0.375,DRE e auditoria,64.38
2837,94729,117955,5.1,Produto,503.09,1–2 clientes >50%,4,0.263,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Não existe,57,Quase nada,Sim,Não,72,Experiência forte,Às vezes,0.358,DRE e auditoria,46.33
4388,33159,575096,7.8,Produto,695.89,1–2 clientes >50%,4,0.235,Algumas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Alto,Não existe,51,Quase nada,Não,Algumas,176,Sem experiência,Regularmente,0.054,DRE e auditoria,52.83
3364,611816,484108,3.5,Produto,3470.56,Receita diversificada,1,0.259,Poucas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Não existe,81,Quase tudo,Não,Algumas,97,Experiência parcial,Nunca,0.41,DRE e auditoria,53.46
4383,56486,881682,6.0,Serviço,3507.4,1–2 clientes >50%,5,0.359,Nenhuma,Não,Não reconhecida,Ocasionalmente,Alto,Parcial,38,Quase tudo,Parcialmente,"Sim, regularmente",15,Experiência parcial,Nunca,0.02,Não existem controles,36.29
929,291503,714269,8.3,Produto,427.7,1–2 clientes >50%,4,0.366,Algumas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Parcial,95,Quase tudo,Parcialmente,Algumas,24,Experiência forte,Regularmente,0.374,DRE e auditoria,62.16
176,11818,438654,5.6,Produto,971.78,Receita diversificada,4,0.092,Muitas,Aceleradora/Anjo,Algum reconhecimento,Não,Baixo,Parcial,36,Quase nada,Parcialmente,Não,160,Experiência forte,Regularmente,0.293,DRE e auditoria,66.77
4543,17773,712090,9.3,Serviço,1444.64,1–2 clientes >50%,2,0.215,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Médio,Parcial,29,Quase nada,Sim,"Sim, regularmente",139,Experiência parcial,Regularmente,0.351,Controles básicos,39.75
1477,28835,1561066,1.7,Produto,3657.47,Receita diversificada,5,0.05,Nenhuma,Série A+,Não reconhecida,"Sim, forte",Médio,Não existe,59,Parcialmente,Parcialmente,Algumas,96,Sem experiência,Nunca,0.059,Controles básicos,51.07
4962,479870,55575,6.7,Serviço,34253.94,Receita diversificada,5,0.162,Poucas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Médio,Parcial,100,Quase tudo,Sim,"Sim, regularmente",107,Experiência forte,Nunca,0.163,DRE e auditoria,69.22
4308,163415,4864355,1.9,Produto,474.75,3–5 clientes >50%,2,0.239,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Parcial,29,Quase tudo,Não,"Sim, regularmente",4,Sem experiência,Nunca,0.235,Não existem controles,37.67
1695,7467,64878,6.3,Serviço,206.97,Receita diversificada,5,0.398,Algumas,Série A+,Não reconhecida,"Sim, forte",Médio,Não existe,71,Parcialmente,Sim,Não,150,Sem experiência,Nunca,0.35,DRE e auditoria,54.79
4094,412417,19691719,2.1,Produto,606.55,1–2 clientes >50%,3,0.135,Poucas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,57,Quase nada,Não,Não,117,Experiência parcial,Às vezes,0.467,Controles básicos,48.79
2204,77100,69200,0.0,Serviço,17199.44,Receita diversificada,2,0.336,Algumas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,58,Quase tudo,Sim,Algumas,22,Sem experiência,Às vezes,0.113,Controles básicos,51.02
2963,16540,823099,4.2,Produto,2503.31,3–5 clientes >50%,3,0.049,Poucas,Série A+,Reconhecimento forte,Não,Baixo,Não existe,-4,Quase tudo,Parcialmente,Não,76,Sem experiência,Nunca,0.063,Controles básicos,49.46
2487,1905451,111884,3.9,Produto,1370.56,Receita diversificada,1,0.248,Muitas,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,87,Quase tudo,Parcialmente,Não,185,Sem experiência,Regularmente,0.435,DRE e auditoria,62.21
1954,1371,8686850,6.8,Serviço,1133.55,1–2 clientes >50%,2,0.372,Algumas,Série A+,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,64,Quase tudo,Não,"Sim, regularmente",110,Sem experiência,Às vezes,0.266,DRE e auditoria,55.47
782,604576,19494673,6.7,Produto,346.74,1–2 clientes >50%,2,0.265,Poucas,Série A+,Algum reconhecimento,Não,Baixo,Não existe,82,Parcialmente,Parcialmente,Não,195,Experiência forte,Às vezes,0.229,Controles básicos,52.73
2538,41111,11189024,1.0,Produto,18.78,Receita diversificada,3,0.329,Poucas,Série A+,Não reconhecida,"Sim, forte",Médio,Claro e executado,-1,Parcialmente,Parcialmente,Algumas,52,Experiência parcial,Nunca,0.256,DRE e auditoria,47.69
537,1016963,3056101,2.5,Serviço,606.81,1–2 clientes >50%,2,0.388,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Alto,Claro e executado,54,Quase nada,Parcialmente,Não,138,Experiência forte,Regularmente,0.015,Controles básicos,57.04
